key.id,value.name,value.course_id,value.integration_id,value.created_at,value.updated_at,value.workflow_state,value.sis_batch_id,value.start_at,value.end_at,value.sis_source_id,value.default_section,value.accepting_enrollments,value.restrict_enrollments_to_section_dates,value.nonxlist_course_id,value.enrollment_term_id,meta.ts
10487,PROPEDEUTICO MATEM.- UNIDAD I - 002,6003,,2022-01-08T11:31:35.000Z,2023-06-10T23:03:33.142Z,deleted,10539,2022-01-01T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-MAT-14051-002-T,,,true,,,2023-06-10T23:40:36.517Z
13204,CIENCIAS DE LOS MATERIALES - 002,7231,,2022-07-15T22:03:26.697Z,2022-07-15T22:03:26.697Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-IIO-15140-002-L,,,true,,,2023-11-27T00:40:42.846Z
4583,FINANZAS I - 002,1965,,2020-12-27T21:03:01.031Z,2020-12-27T21:03:01.031Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10649,FINANZAS I - 003,6246,,2022-01-08T11:31:39.445Z,2022-01-08T11:31:39.445Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
5023,TEORIA Y POLITICA MONETARIA - 002,2369,,2020-12-27T21:03:23.073Z,2020-12-27T21:03:23.073Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
14997,TEMAS SELECTOS DE ESTADISTICA - 001,7849,,2022-08-13T10:30:54.104Z,2022-08-13T10:30:54.104Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7300,INFERENCIA ESTADISTICA - 008,4207,,2021-07-22T22:03:05.247Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-EST-11102-008-T,,,true,,,2023-03-24T13:09:48.294Z
2350,ESTRATEGIAS DE COMUNICACION ESCRITA - 009,1244,,2020-07-30T19:09:36.582Z,2020-07-30T19:09:36.582Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3359,INVESTIGACION DE MERCADOS - 003,1849,,2020-12-27T21:02:29.261Z,2022-05-31T22:06:19.111Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-ADM-16610-003-T,false,,true,1863,,2023-03-24T13:09:48.294Z
7418,HISTORIA DE E.U.A. - 001,4199,,2021-07-22T22:03:06.668Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-EIN-14302-001-T,,,true,,,2023-03-24T13:09:48.294Z
1577,COMBINACION DE NEGOCIOS - 003,129,,2020-07-30T19:06:41.272Z,2020-07-30T19:06:41.272Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
6527,ESTANCIA DE INVESTIGACION - 001,3498,,2021-05-26T10:01:49.756Z,2021-05-26T10:01:49.756Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16210,"CALCULO DIF. E INT., II - 001",8922,,2022-12-15T23:05:18.672Z,2022-12-15T23:05:18.672Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-MAT-14101-001-T,,,true,,,2023-11-27T00:40:42.846Z
12151,DERECHO Y CINE - 001,6452,,2022-05-27T22:07:13.021Z,2023-07-29T23:02:08.851Z,deleted,11068,2022-06-13T05:00:00.000Z,2022-08-09T05:00:00.000Z,202202-DER-15042-001-T,,,true,,,2023-07-30T00:20:36.470Z
15275,POL. PUBL. Y SISTS. DE GARANT. - 001,7974,,2022-12-02T23:01:57.062Z,2022-12-02T23:01:57.062Z,active,12462,2023-04-15T06:00:00.000Z,2023-05-24T05:00:00.000Z,202267-DER-35203-001-T,,,true,,,2023-11-27T00:40:42.846Z
17390,ARQUITECTURA DE COMPUTADORAS - 001,9065,,2022-12-15T23:05:51.858Z,2023-01-09T17:31:48.491Z,active,,,,,false,,,,,2023-03-24T13:09:48.294Z
235,CLIN.CONTRA TRATA DE PERSONAS - 001,140,,2020-07-30T19:03:02.257Z,2021-12-31T23:02:21.999Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-DER-15040-001-T,,,true,,,2023-03-24T13:09:48.294Z
10982,DERECHO CONSTITUCIONAL I - 001,5506,,2022-01-08T11:31:53.061Z,2022-01-08T11:31:53.061Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16328,GEOMETRIA VECTORIAL - 003,8963,,2022-12-15T23:05:19.680Z,2023-01-03T17:04:11.521Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-MAT-14250-003-T,false,,true,8991,,2023-11-27T00:40:42.846Z
17714,INVESTIGACION AVANZADA III - 002,9222,,2023-01-18T23:01:24.648Z,2023-01-18T23:01:24.648Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4132,ECONOMETRIA - 003,2592,,2020-12-27T21:02:45.746Z,2022-05-31T22:07:39.965Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-EST-11104-003-T,,,true,,,2023-03-24T13:09:48.294Z
6860,ALGORITMICA Y PROGRAMACION - 004,3764,,2021-07-22T22:02:41.811Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-COM-11302-004-T,,,true,,,2023-03-24T13:09:48.294Z
15932,TEORIA Y POLITICA MONETARIA - 002,8576,,2022-12-15T23:05:13.603Z,2022-12-15T23:05:13.603Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-ECO-12201-002-T,,,true,,,2023-11-27T00:40:42.846Z
1739,INSTITUCIONES DE DERECHO ROMANO - 002,639,,2020-07-30T19:07:24.891Z,2020-07-30T19:07:24.891Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7094,"DERECHO CONSTITUCIONAL, II - 001",4005,,2021-07-22T22:02:56.236Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-DER-15505-001-T,,,true,,,2023-03-24T13:09:48.294Z
10531,"ALGEBRA SUPERIOR, II - 003",6066,,2022-01-08T11:31:35.735Z,2023-06-10T23:03:32.407Z,deleted,10539,2022-01-01T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-MAT-14301-003-T,,,true,,,2023-06-10T23:40:36.517Z
7751,"ALGEB. LINEAL, I (GEO ANA. II) - 002",4677,,2021-07-22T22:03:14.454Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-MAT-14201-002-T,,,true,,,2023-03-24T13:09:48.294Z
15770,DERECHO PROCESAL PENAL - 002,8443,,2022-12-15T23:05:10.900Z,2022-12-15T23:05:10.900Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-DER-14606-002-T,,,true,,,2023-11-27T00:40:42.846Z
12926,"DERECHO CONSTITUCIONAL,I - 002",6867,,2022-07-15T22:03:14.135Z,2022-08-09T00:19:03.150Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-DER-15402-002-S,false,,true,6941,,2023-11-27T00:40:42.846Z
8480,RELACIONES MEXICO-E.U.A.-CANADA - 001,4212,,2021-07-22T22:03:58.333Z,2021-07-22T22:03:58.333Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16779,DERECHO INTERNACIONAL PRIVADO - 001,8494,,2022-12-15T23:05:34.711Z,2022-12-15T23:05:34.711Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
848,PROBABILIDAD - 006,850,,2020-07-30T19:03:12.240Z,2021-12-31T23:02:28.784Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-EST-11101-006-T,,,true,,,2023-03-24T13:09:48.294Z
9038,TOPICOS DE TEORIA ECONOMICA - 001,4786,,2021-07-26T22:02:07.427Z,2021-11-08T23:01:31.778Z,deleted,4318,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202113-ECO-51208-001-T,,,true,,,2023-03-24T13:09:48.294Z
9533,EVALUACION CUANTITATIVA DE LA POLITICA PUBLICA: PROBLEMAS YSOLUCIONES - 001,5037,,2021-12-22T23:01:27.444Z,2021-12-22T23:01:27.444Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
11873,002,6253,,2022-01-24T05:14:32.226Z,2022-01-24T05:14:32.226Z,active,,,,,,,,,,2023-03-24T13:09:48.294Z
3403,DESAR. DE HABILID. GERENCIALES - 002,1954,,2020-12-27T21:02:29.913Z,2022-05-31T22:06:18.976Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-ADM-14413-002-T,,,true,,,2023-03-24T13:09:48.294Z
3197,497,202,,2020-09-29T15:30:02.133Z,2020-09-29T15:30:06.585Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
14546,ESTRATEGIAS DE COMUNICACION ESCRITA - 017,7417,,2022-07-15T22:04:50.483Z,2022-07-15T22:04:50.483Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
686,"ECONOMIA, III - 004",525,,2020-07-30T19:03:08.177Z,2021-12-31T23:02:25.039Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ECO-11103-004-T,,,true,,,2023-03-24T13:09:48.294Z
12764,INSTITUCS. DE DERECHO ROMANO - 002,6972,,2022-07-15T22:03:08.983Z,2022-07-15T22:03:08.983Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-DER-12102-002-T,,,true,,,2023-11-27T00:40:42.846Z
6978,CULTURA DE LA LEGALIDAD - 002,3776,,2021-07-22T22:02:52.852Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-DER-11104-002-L,,,true,,,2023-03-24T13:09:48.294Z
15888,"ECONOMIA, II - 006",8546,,2022-12-15T23:05:13.233Z,2022-12-15T23:05:13.233Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-ECO-12102-006-T,,,true,,,2023-11-27T00:40:42.846Z
9489,CONTROL DE GESTION Y COSTOS - 001,5026,,2021-12-22T23:01:19.544Z,2023-03-28T23:01:01.881Z,deleted,9748,2022-01-01T06:00:00.000Z,2022-04-06T06:00:00.000Z,202214-CON-34122-001-T,,,true,,,2023-03-29T00:47:09.496Z
17101,CALCULO DE PROBABILIDADES I - 005,8765,,2022-12-15T23:05:43.691Z,2022-12-15T23:05:43.691Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4745,POLITICA COMPARADA I - 002,2153,,2020-12-27T21:03:08.895Z,2020-12-27T21:03:08.895Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13817,CONTABILIDAD I - 005,6767,,2022-07-15T22:04:12.103Z,2022-07-15T22:04:12.103Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16661,DERECHO EMPRESARIAL - 003,8242,,2022-12-15T23:05:30.864Z,2022-12-15T23:05:30.864Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
9984,DERECHO INTERNACIONAL PUBLICO - 001,5439,,2022-01-08T11:31:26.514Z,2023-06-10T23:03:19.391Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-DER-18701-001-T,,,true,,,2023-06-10T23:40:36.517Z
8309,DERECHO INTERNACIONAL PUBLICO - 001,4002,,2021-07-22T22:03:50.022Z,2021-07-22T22:03:50.022Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7256,"ESTADISTICA.,II - 001",4172,,2021-07-22T22:03:04.721Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-EST-10102-001-T,,,true,,,2023-03-24T13:09:48.294Z
2512,GEOMETRIA VECTORIAL - 002,1348,,2020-07-30T19:10:29.853Z,2020-07-30T19:10:29.853Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1126,TEMAS SELECTOS DE COMPUTACION - 001,1056,,2020-07-30T19:03:43.346Z,2021-12-31T23:02:40.959Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-SDI-15999-001-T,,,true,,,2023-03-24T13:09:48.294Z
12269,DESARROLLO DE APLICACIONES Y CONTRATOS INTELIGENTES SOBRE ETHEREUM - 001,6445,,2022-05-27T22:07:31.623Z,2022-05-27T22:07:31.623Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13042,"ESTADISTICA.,I - 002",7151,,2022-07-15T22:03:19.461Z,2022-07-15T22:03:19.461Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-EST-10101-002-T,,,true,,,2023-11-27T00:40:42.846Z
14708,REDES DE COMPUTADORAS - 004,7693,,2022-07-15T22:05:05.371Z,2022-07-15T22:05:05.371Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
6365,DESARROLLO DE HABILIDADES GERENCIALES - 003,3346,,2021-05-22T21:01:53.796Z,2021-05-22T21:01:53.796Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3692,NEGOCIO JURIDICO Y PERSONAS - 002,2218,,2020-12-27T21:02:37.080Z,2022-05-31T22:06:39.606Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-DER-13203-002-T,,,true,,,2023-03-24T13:09:48.294Z
12313,PROCESOS ESTOCASTICOS I - 001,6360,,2022-05-27T22:07:32.613Z,2022-05-27T22:07:32.613Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
11422,COMUNICACION PROFESIONAL PARA DERECHO - 001,5881,,2022-01-08T11:32:10.442Z,2022-01-08T11:32:10.442Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4907,DERECHO ADMINISTRATIVO I - 002,2265,,2020-12-27T21:03:17.371Z,2020-12-27T21:03:17.371Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
2017,IDEAS E INSTITUCIONES POLITICAS Y SOCIALES III - 001,569,,2020-07-30T19:08:29.968Z,2020-07-30T19:08:29.968Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
73,PRACTICA ACTUAR. Y MARCO INST. - 002,76,,2020-07-30T19:02:58.427Z,2021-12-31T23:02:15.563Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ACT-15353-002-T,,,true,,,2023-03-24T13:09:48.294Z
3854,MACROECONOMIA AVANZADA - 002,2355,,2020-12-27T21:02:40.783Z,2022-05-31T22:06:49.230Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-ECO-12121-002-T,,,true,,,2023-03-24T13:09:48.294Z
11260,PROBLEMAS DE LA CIVILIZACION CONTEMPORANEA I - 004,5676,,2022-01-08T11:32:04.295Z,2022-01-08T11:32:04.295Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16823,DERECHO CONSTITUCIONAL II - 002,8376,,2022-12-15T23:05:35.657Z,2022-12-15T23:05:35.657Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
9371,ANALISIS ECONOMICO Y POLITICA PUBLICA - 001,4946,,2021-09-17T22:01:50.437Z,2021-09-17T22:01:50.437Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
15437,INGLES TOEFL - 001,8059,,2022-12-15T23:05:05.044Z,2023-01-06T11:31:32.558Z,deleted,8870,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-CLE-10251-001-L,,,true,,,2023-03-24T13:09:48.294Z
2468,PROPEDEUTICO DE MATEMATICAS. UNIDAD I - 007,1266,,2020-07-30T19:10:04.032Z,2020-07-30T19:10:04.032Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7913,FINANZAS CORPORATIVAS AVANZADAS - 004,3616,,2021-07-22T22:03:31.430Z,2021-07-22T22:03:31.430Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
17057,TEORIA DE LAS RELACIONES INTERNACIONALES - 001,8650,,2022-12-15T23:05:42.434Z,2022-12-15T23:05:42.434Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8804,COMUNICACION ESCRITA PARA ECONOMIA - 007,4463,,2021-07-22T22:04:12.621Z,2021-08-04T17:26:01.817Z,active,,,,,false,,,,,2023-03-24T13:09:48.294Z
8598,AUTOMATIZACION Y CONTROL DE PROCESOS - 001,4218,,2021-07-22T22:04:03.094Z,2021-07-22T22:04:03.094Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4088,INFERENCIA ESTADISTICA - 007,2560,,2020-12-27T21:02:45.238Z,2021-01-05T11:01:17.410Z,deleted,1106,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-EST-11102-007-T,,,true,,,2023-03-24T13:09:48.294Z
8642,ADMINISTRACION Y EVALUACION DE PROYECTOS - 002,4253,,2021-07-22T22:04:04.698Z,2021-07-22T22:04:04.698Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3241,TALLER DE POLITICA PUBLICA I - 001,1803,,2020-12-27T21:00:58.389Z,2022-03-28T23:02:45.487Z,deleted,5820,2021-01-01T06:00:00.000Z,2021-04-07T06:00:00.000Z,202114-ECO-35121-001-T,,,true,,,2023-03-24T13:09:48.294Z
8147,PROCESO CONTABLE - 001,3904,,2021-07-22T22:03:39.549Z,2021-07-22T22:03:39.549Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
17552,TEORIA DE LAS FINANZAS,8127,,2023-01-08T17:47:20.000Z,2023-01-08T17:47:23.975Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
10036,MACROECONOMIA AVANZADA - 002,5606,,2022-01-08T11:31:27.315Z,2023-06-10T23:03:27.924Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-ECO-12121-002-T,,,true,,,2023-06-10T23:40:36.517Z
1621,CONTABILIDAD FISCAL - 001,251,,2020-07-30T19:06:55.967Z,2020-07-30T19:06:55.967Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7869,CIRCUITOS LOGICOS - 004,4725,,2021-07-22T22:03:18.172Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-SDI-11322-004-L,,,true,,,2023-03-24T13:09:48.294Z
5636,PROBLEMAS DE LA CIVILIZACION CONTEMPORANEA II - 008,2521,,2020-12-28T00:06:39.783Z,2020-12-28T00:06:39.783Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
14384,COMUNICACION ESCRITA PARA MATEMATICAS APLICADAS - 001,7355,,2022-07-15T22:04:40.747Z,2022-07-15T22:04:40.747Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
5474,GEOMETRIA VECTORIAL - 004,2940,,2020-12-27T21:03:48.574Z,2020-12-27T21:03:48.574Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
730,ECONOMIA DE LA INCERTIDUMBRE - 001,577,,2020-07-30T19:03:08.765Z,2021-12-31T23:02:25.665Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ECO-11221-001-T,,,true,,,2023-03-24T13:09:48.294Z
13493,ANALISIS MATEMATICO II - 002,7637,,2022-07-15T22:03:39.614Z,2022-07-15T22:03:39.614Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-MAT-24111-002-T,,,true,,,2023-11-27T00:40:42.846Z
17219,COMUNICACION ESCRITA PARA INGENIERIA EN COMPUTACION - 001,8875,,2022-12-15T23:05:47.177Z,2022-12-15T23:05:47.177Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16166,COMUNIC. ESCRITA PARA ACTUARIA - 001,8835,,2022-12-15T23:05:16.873Z,2023-01-09T13:59:34.392Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-LEN-12713-001-T,false,,true,8859,,2023-11-27T00:40:42.846Z
13655,ESTADISTICA  APLICADA A LA ACTUARIA - 001,6593,,2022-07-15T22:04:04.299Z,2022-07-15T22:04:04.299Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
9184,ECO-52112-001,4373,,2021-08-03T20:51:57.820Z,2021-08-03T21:01:17.693Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
4440,PENSAMIENTO MATEMATICO - 002,2959,,2020-12-27T21:02:53.433Z,2022-05-31T22:07:19.587Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-MAT-14280-002-T,,,true,,,2023-03-24T13:09:48.294Z
1272,ESTRATEGIAS DE COMUNIC. ESCRIT - 028,1057,,2020-07-30T19:04:14.009Z,2021-12-31T23:02:30.801Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-LEN-10131-028-T,,,true,,,2023-03-24T13:09:48.294Z
14403,INGLES TECNICO Y PROFESIONAL PARA ECONOMISTAS - 001,7387,,2022-07-15T22:04:41.466Z,2022-07-15T22:04:41.466Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10795,"ESTRUCTURAS, PROCESOS Y COMPORTAMIENTO ORGANIZACIONAL I - 001",5173,,2022-01-08T11:31:44.892Z,2022-01-28T23:19:53.584Z,active,,,,,false,,,,,2023-03-24T13:09:48.294Z
11073,FUSIONES Y ADQUISICIONES - 001,5445,,2022-01-08T11:31:56.160Z,2022-01-08T11:31:56.160Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
12739,TALLER DISERT. JUR. CONST. III - 001,6890,,2022-07-15T22:03:08.527Z,2022-07-15T22:03:08.527Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-DER-11115-001-L,,,true,,,2023-11-27T00:40:42.846Z
12621,"FRANCES, I - 002",6712,,2022-07-15T22:03:02.725Z,2022-08-05T10:31:32.701Z,deleted,7224,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-CLE-10311-002-L,,,true,,,2023-03-24T13:09:48.294Z
14854,INGENIERIA DE SOFTWARE - 002,7803,,2022-08-05T10:31:32.050Z,2022-08-05T10:31:32.050Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-COM-22104-002-T,,,true,,,2023-11-27T00:40:42.846Z
10182,RELACIONES CONTEMPORA.MEX-E.U. - 001,5724,,2022-01-08T11:31:29.957Z,2023-06-10T23:03:29.706Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-EIN-19317-001-T,,,true,,,2023-06-10T23:40:36.517Z
1434,FUNDAMENTOS DE FINANZAS - 001,1668,,2020-07-30T19:05:00.059Z,2020-07-30T19:05:00.059Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10344,SEMINARIO DE TITULACION - 001,5816,,2022-01-08T11:31:32.808Z,2023-06-10T23:03:29.936Z,deleted,10539,2022-01-01T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-IIO-16180-001-T,,,true,,,2023-06-10T23:40:36.517Z
499,FRANCES II - 001,550,,2020-07-30T19:03:05.608Z,2020-08-04T21:01:07.833Z,deleted,38,2020-08-01T05:00:00.000Z,2021-01-01T06:00:00.000Z,202003-CLE-10312-001-L,,,true,,,2023-03-24T13:09:48.294Z
17527,CALCULO I - 004,9137,,2023-01-06T11:31:45.599Z,2023-01-06T11:31:45.599Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1885,DERECHO CONSTITUCIONAL III - 005,253,,2020-07-30T19:07:46.585Z,2020-07-30T19:07:46.585Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
5287,COMUNICACION ESCRITA PARA INGENIERIA EN NEGOCIOS - 001,2698,,2020-12-27T21:03:36.580Z,2020-12-27T21:03:36.580Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7069,"ECONOMIA, I - 004",3973,,2021-07-22T22:02:56.030Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-ECO-11101-004-T,,,true,,,2023-03-24T13:09:48.294Z
7564,SEMIN. DE COMUNICAC. ESCRITA - 007,4482,,2021-07-22T22:03:10.648Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-LEN-12702-007-T,,,true,,,2023-03-24T13:09:48.294Z
7113,"DERECHO CONSTITUCIONAL, III - 002",4024,,2021-07-22T22:02:56.408Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-DER-15506-002-S,,,true,,,2023-03-24T13:09:48.294Z
9959,"ECONOMIA, I - 003",5410,,2022-01-08T11:31:26.208Z,2023-06-10T23:03:20.245Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-ECO-11101-003-T,,,true,,,2023-06-10T23:40:36.517Z
2820,SISTS.DE COMERCIO ELECTRONICO - 002,1060,,2020-08-04T11:01:11.695Z,2021-12-31T23:02:39.576Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-SDI-24810-002-T,false,,true,1547,,2023-03-24T13:09:48.294Z
12577,PRONOSTICOS DE NEGOCIOS - 004,6715,,2022-07-15T22:03:01.815Z,2022-07-15T22:03:01.815Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-ADM-11101-004-T,,,true,,,2023-11-27T00:40:42.846Z
6673,MACROECONOMIA GLOBAL - 001,3582,,2021-07-16T22:01:19.113Z,2023-04-30T23:06:54.825Z,deleted,10103,2021-08-06T05:00:00.000Z,2021-11-24T06:00:00.000Z,201961-ECO-43135-001-T,,,true,,,2023-05-03T13:00:30.718Z
2325,ESTRATEGIAS DE COMUNICACION ESCRITA - 027,1054,,2020-07-30T19:09:31.232Z,2020-07-30T19:09:31.232Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
2776,IIO-12170,908,,2020-08-03T16:40:57.971Z,2020-08-03T16:41:05.849Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
5944,"ESTADISTICA APLICADA, III - 002",3209,,2021-01-15T11:01:30.179Z,2022-05-31T22:07:40.794Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-EST-24106-002-T,,,true,,,2023-03-24T13:09:48.294Z
48,CALCULO ACTUARIAL II - 001,46,,2020-07-30T19:02:57.798Z,2021-12-31T23:02:15.094Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ACT-11301-001-T,,,true,,,2023-03-24T13:09:48.294Z
8617,ESTADISTICA MATEMATICA - 001,4243,,2021-07-22T22:04:03.765Z,2021-07-22T22:04:03.765Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16474,PLANES DE BENEFICIOS - 002,8069,,2022-12-15T23:05:25.883Z,2022-12-15T23:05:25.883Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13512,MATEM. APLICADAS A LA ECONOMIA - 002,7692,,2022-07-15T22:03:40.515Z,2022-07-15T22:03:40.515Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-MAT-24630-002-T,,,true,,,2023-11-27T00:40:42.846Z
4891,FAMILIA Y SUCESIONES - 002,2263,,2020-12-27T21:03:16.749Z,2020-12-27T21:03:16.749Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
