key.id,value.name,value.course_id,value.integration_id,value.created_at,value.updated_at,value.workflow_state,value.sis_batch_id,value.start_at,value.end_at,value.sis_source_id,value.default_section,value.accepting_enrollments,value.restrict_enrollments_to_section_dates,value.nonxlist_course_id,value.enrollment_term_id,meta.ts
17059,REGRESION AVANZADA - 001,8724,,2022-12-15T23:05:42.496Z,2022-12-15T23:05:42.496Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7258,"ESTADISTICA.,II - 002",4174,,2021-07-22T22:03:04.751Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-EST-10102-002-T,,,true,,,2023-03-24T13:09:48.294Z
15439,PRINCIPIOS DEL SEGURO - 002,8087,,2022-12-15T23:05:05.054Z,2023-01-06T11:31:32.205Z,deleted,8870,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-ACT-15357-002-T,,,true,,,2023-03-24T13:09:48.294Z
12810,HISTORIA POLITICA CONTEMPORAN. - 001,6788,,2022-07-15T22:03:09.577Z,2022-07-15T22:03:09.577Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-CSO-12013-001-T,,,true,,,2023-11-27T00:40:42.846Z
11875,004,6253,,2022-01-24T05:14:38.185Z,2022-01-24T05:14:38.185Z,active,,,,,,,,,,2023-03-24T13:09:48.294Z
15277,DERECHO CONSTITUCIONAL COMPARADO - 001,7972,,2022-12-02T23:01:57.399Z,2022-12-02T23:01:57.399Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1623,CONTABILIDAD FISCAL - 002,254,,2020-07-30T19:06:56.047Z,2020-07-30T19:06:56.047Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4747,POLITICA COMPARADA I - 003,2157,,2020-12-27T21:03:09.072Z,2020-12-27T21:03:09.072Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3900,ECONOMIA III - 004,2409,,2020-12-27T21:02:41.386Z,2022-05-31T22:06:49.520Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-ECO-21103-004-T,,,true,,,2023-03-24T13:09:48.294Z
2352,ESTRATEGIAS DE COMUNICACION ESCRITA - 010,1246,,2020-07-30T19:09:38.110Z,2020-07-30T19:09:38.110Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
6367,FINANZAS I - 001,3349,,2021-05-22T21:01:53.931Z,2021-05-22T21:01:53.931Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4134,CELDAS ROBOTICAS - 001,2662,,2020-12-27T21:02:45.778Z,2022-05-31T22:07:42.826Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-IIO-15195-001-T,,,true,,,2023-03-24T13:09:48.294Z
16212,COMUN.ESCRITA PARA DIR. FINANC - 002,8812,,2022-12-15T23:05:18.681Z,2023-01-09T17:54:16.365Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-LEN-15532-002-T,false,,true,8856,,2023-11-27T00:40:42.846Z
6529,CDA Workshop - Rediseño de Cursos,3499,,2021-05-31T22:37:31.596Z,2021-05-31T22:37:31.596Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
11262,PROBLEMAS DE LA CIVILIZACION CONTEMPORANEA I - 005,5680,,2022-01-08T11:32:04.461Z,2022-01-08T11:32:04.461Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
14430,COMUNICACION ESCRITA PARA INGENIERIA EN NEGOCIOS - 002,7585,,2022-07-15T22:04:43.604Z,2022-07-15T22:04:43.604Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10038,"ECONOMIA, II - 001",5533,,2022-01-08T11:31:27.354Z,2023-06-10T23:03:20.805Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-ECO-12102-001-T,,,true,,,2023-06-10T23:40:36.517Z
16825,PROCEDIMIENTOS CIVILES Y MERCANTILES - 001,8373,,2022-12-15T23:05:35.676Z,2022-12-15T23:05:35.676Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10533,"CALCULO DIF. E INT., III - 003",5985,,2022-01-08T11:31:35.753Z,2023-06-10T23:03:31.270Z,deleted,10539,2022-01-01T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-MAT-14102-003-T,,,true,,,2023-06-10T23:40:36.517Z
3243,TALLER DE POLITICA PUBLICA IV - 001,1805,,2020-12-27T21:00:58.461Z,2022-03-28T23:02:45.529Z,deleted,5820,2021-01-01T06:00:00.000Z,2021-04-07T06:00:00.000Z,202114-ECO-35124-001-T,,,true,,,2023-03-24T13:09:48.294Z
2019,IDEAS E INSTITUCIONES POLITICAS Y SOCIALES III - 003,576,,2020-07-30T19:08:30.224Z,2020-07-30T19:08:30.224Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
75,MATEMATICA DEMOGRAFICA - 001,80,,2020-07-30T19:02:58.483Z,2021-12-31T23:02:15.597Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ACT-15354-001-T,,,true,,,2023-03-24T13:09:48.294Z
5520,INVESTIGACION DE OPERACIONES I - 001,3003,,2020-12-27T21:03:50.541Z,2020-12-27T21:03:50.541Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4585,MODELOS FINANCIEROS II - 002,1925,,2020-12-27T21:03:01.068Z,2020-12-27T21:03:01.068Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8031,ALGORITMICA Y PROGRAMACION - 005,3766,,2021-07-22T22:03:33.730Z,2021-07-22T22:03:33.730Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
17716,"INVESTIGACION DOCTORAL, III - 001",9224,,2023-01-19T11:30:54.619Z,2023-01-19T11:30:54.619Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202321-ECO-50205-001-T,,,true,,,2023-11-27T00:40:42.846Z
5971,Análisis Económico del Derecho II,3220,,2021-01-23T00:27:53.771Z,2021-01-23T00:27:53.771Z,active,,,,,,,,,,2023-03-24T13:09:48.294Z
7140,"ECONOMIA, III - 005",4041,,2021-07-22T22:02:56.616Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-ECO-11103-005-T,,,true,,,2023-03-24T13:09:48.294Z
13701,MATEMATICAS FINANCIERAS II - 001,6636,,2022-07-15T22:04:05.533Z,2022-07-15T22:04:05.533Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
2514,GEOMETRIA VECTORIAL - 003,1349,,2020-07-30T19:10:30.566Z,2020-07-30T19:10:30.566Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3856,MACROECONOMIA AVANZADA - 003,2357,,2020-12-27T21:02:40.827Z,2022-05-31T22:06:49.251Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-ECO-12121-003-T,,,true,,,2023-03-24T13:09:48.294Z
12315,PROPEDEUTICO DE MATEMATICAS. UNIDAD I - 005,6372,,2022-05-27T22:07:32.717Z,2022-05-27T22:07:32.717Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
17554,202301-ADM-15522-002,8127,,2023-01-08T17:49:20.106Z,2023-01-08T17:49:24.308Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
5638,PROBLEMAS DE LA CIVILIZACION CONTEMPORANEA II - 016,2556,,2020-12-28T00:06:39.993Z,2020-12-28T00:06:39.993Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13819,SEMINARIO DE ANALISIS POLITICO - 001,6768,,2022-07-15T22:04:12.132Z,2022-07-15T22:04:12.132Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16663,MODELADO COMPUTACIONAL PARA NEGOCIOS - 001,8256,,2022-12-15T23:05:30.873Z,2022-12-15T23:05:30.873Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
732,ECONOMIA DE LA CONDUCTA - 001,581,,2020-07-30T19:03:08.806Z,2021-12-31T23:02:25.698Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ECO-11231-001-T,,,true,,,2023-03-24T13:09:48.294Z
8806,MATEMATICAS I - 003,4466,,2021-07-22T22:04:12.671Z,2021-07-22T22:04:12.671Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
15934,IDEAS E INST. POL. Y SOC. II - 005,8573,,2022-12-15T23:05:13.617Z,2022-12-15T23:05:13.617Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-EGN-17122-005-T,,,true,,,2023-11-27T00:40:42.846Z
688,"PROB. DE LA CIV. CONTEMP., II - 012",766,,2020-07-30T19:03:08.188Z,2021-12-31T23:02:27.060Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-EGN-17142-012-T,,,true,,,2023-03-24T13:09:48.294Z
13206,CIENCIAS DE LOS MATERIALES - 002,7237,,2022-07-15T22:03:26.729Z,2022-07-15T22:03:26.729Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-IIO-15140-002-T,,,true,,,2023-11-27T00:40:42.846Z
17103,CALCULO DE PROBABILIDADES II - 002,8764,,2022-12-15T23:05:43.731Z,2022-12-15T23:05:43.731Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7753,MATEMATICAS FINANCIERAS I - 001,4697,,2021-07-22T22:03:14.475Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-MAT-22600-001-T,,,true,,,2023-03-24T13:09:48.294Z
5025,IDEAS E INSTITUCIONES POLITICAS Y SOCIALES I - 007,2462,,2020-12-27T21:03:23.191Z,2020-12-27T21:03:23.191Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3694,"DERECHO CONSTITUCIONAL, II - 003",2219,,2020-12-27T21:02:37.155Z,2022-05-31T22:06:40.071Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-DER-15505-003-S,,,true,,,2023-03-24T13:09:48.294Z
1128,SISTEMAS EMPRESARIALES - 001,1063,,2020-07-30T19:03:43.415Z,2021-12-31T23:02:39.605Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-SDI-25916-001-T,,,true,,,2023-03-24T13:09:48.294Z
10489,"CALCULO DIF. E INT., I - 004",5928,,2022-01-08T11:31:35.048Z,2023-06-10T23:03:30.983Z,deleted,10539,2022-01-01T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-MAT-14100-004-T,,,true,,,2023-06-10T23:40:36.517Z
8149,ADMINISTRACION ESTRATEGICA DE COSTOS - 002,3886,,2021-07-22T22:03:39.586Z,2021-07-22T22:03:39.586Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
15772,BIENES Y DERECHOS REALES - 001,8427,,2022-12-15T23:05:10.926Z,2022-12-15T23:05:10.926Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-DER-13108-001-T,,,true,,,2023-11-27T00:40:42.846Z
12153,"MATEMATICAS, III - 001",6442,,2022-05-27T22:07:13.040Z,2022-06-14T10:30:55.270Z,deleted,6659,2022-06-13T05:00:00.000Z,2022-08-09T05:00:00.000Z,202202-MAT-11310-001-T,,,true,,,2023-03-24T13:09:48.294Z
13657,INGENIERIA FINANCIERA  - 003,6603,,2022-07-15T22:04:04.341Z,2022-07-15T22:04:04.341Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
6862,ALGORITMICA Y PROGRAMACION - 005,3766,,2021-07-22T22:02:41.840Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-COM-11302-005-T,,,true,,,2023-03-24T13:09:48.294Z
3081,Grupo A,930,,2020-09-10T01:54:57.426Z,2020-09-10T01:55:10.211Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
9373,ECONOMIA DE LA EMPRESA - 001,4948,,2021-09-17T22:01:50.866Z,2021-09-17T22:01:50.866Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1461,ADMINISTRACION DE EMPRESAS FAMILIARES - 001,227,,2020-07-30T19:05:05.449Z,2020-07-30T19:05:05.449Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13044,"ESTADISTICA.,II - 001",7153,,2022-07-15T22:03:19.547Z,2022-07-15T22:03:19.547Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-EST-10102-001-T,,,true,,,2023-11-27T00:40:42.846Z
7096,MACROECONOMIA AVANZADA - 002,4065,,2021-07-22T22:02:56.251Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-ECO-12121-002-T,,,true,,,2023-03-24T13:09:48.294Z
9986,"ECONOMIA, I - 011",5448,,2022-01-08T11:31:26.533Z,2023-06-10T23:03:20.397Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-ECO-11101-011-T,,,true,,,2023-06-10T23:40:36.517Z
4909,CLINICA DE PROCEDIMIENTOS ESPECIALES EN MATERIA MERCANTIL - 001,2315,,2020-12-27T21:03:17.455Z,2020-12-27T21:03:17.455Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
14999,TOPICOS DE ECONOMIA Y COMPUTACION - 001,6790,,2022-08-13T10:30:54.582Z,2022-08-16T20:28:45.415Z,active,,,,,false,,,7851,,2023-03-24T13:09:48.294Z
16050,COM. PROFESIONAL PARA DERECHO - 002,8779,,2022-12-15T23:05:15.934Z,2022-12-15T23:05:15.934Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-LEN-11907-002-T,,,true,,,2023-11-27T00:40:42.846Z
15321,SEMINARIO DE DIRECCION GENERAL - 001,7981,,2022-12-15T23:03:29.074Z,2022-12-15T23:03:29.074Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
12928,"DERECHO CONSTITUCIONAL,I - 002",6944,,2022-07-15T22:03:14.171Z,2022-07-15T22:03:14.171Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-DER-15402-002-T,,,true,,,2023-11-27T00:40:42.846Z
16168,COMUNIC. ESCRITA PARA ACTUARIA - 002,8862,,2022-12-15T23:05:16.907Z,2022-12-15T23:05:16.907Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-LEN-12713-002-T,,,true,,,2023-11-27T00:40:42.846Z
9535,ENTORNO ECONOMICO GLOBAL - 001,5039,,2021-12-22T23:01:27.731Z,2021-12-22T23:01:27.731Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8644,ADMINISTRACION Y EVALUACION DE PROYECTOS - 003,4255,,2021-07-22T22:04:04.797Z,2021-07-22T22:04:04.797Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
11424,CIENCIAS DE LOS MATERIALES - 001,5765,,2022-01-08T11:32:10.543Z,2022-01-08T11:32:10.543Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13990,DERECHO CONSTITUCIONAL II - 001,6950,,2022-07-15T22:04:20.772Z,2022-07-15T22:04:20.772Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7591,ESTRATEGIAS DE COMUNIC ESCRITA - 016,4545,,2021-07-22T22:03:11.053Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-LEN-12701-016-T,,,true,,,2023-03-24T13:09:48.294Z
14386,CALCULO DE PROBABILIDADES I - 002,7255,,2022-07-15T22:04:40.757Z,2022-07-15T22:04:40.757Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
14548,PROPEDEUTICO DE MATEMATICAS. UNIDAD II - 003,7453,,2022-07-15T22:04:50.709Z,2022-07-15T22:04:50.709Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10371,FUNDAMENTOS DE QUIMICA - 001,5892,,2022-01-08T11:31:33.087Z,2023-06-10T23:03:29.469Z,deleted,10539,2022-01-01T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-IIO-15130-001-L,,,true,,,2023-06-10T23:40:36.517Z
7915,INGLES INTENSIVO - 002,3630,,2021-07-22T22:03:31.474Z,2021-07-22T22:03:31.474Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
237,ECONOMIA IV - 005,363,,2020-07-30T19:03:02.276Z,2021-12-31T23:02:24.990Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-ECO-21104-005-T,,,true,,,2023-03-24T13:09:48.294Z
6411,CONTABILIDAD I - 001,3387,,2021-05-22T21:01:55.862Z,2021-05-22T21:01:55.862Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1579,ANALISIS FINANCIERO DE LA EMPRESA - 001,135,,2020-07-30T19:06:41.527Z,2020-07-30T19:06:41.527Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
3199,ECONOMIA IV - 005,1776,,2020-10-07T11:08:59.379Z,2020-10-07T11:08:59.379Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
14881,6572,6572,,2022-08-05T14:23:22.029Z,2022-08-05T14:23:26.804Z,deleted,,,,,,,,,,2023-03-24T13:09:48.294Z
12766,CONTRATOS FINANC. COMPARADOS - 003,6895,,2022-07-15T22:03:08.995Z,2022-07-15T22:03:08.995Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-DER-10017-003-T,,,true,,,2023-11-27T00:40:42.846Z
13495,TEORIA DE LA MEDIDA (OP) - 001,7645,,2022-07-15T22:03:39.704Z,2022-07-15T22:03:39.704Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-MAT-24130-001-T,,,true,,,2023-11-27T00:40:42.846Z
2190,PROCESOS ESTOCASTICOS I - 001,887,,2020-07-30T19:09:17.361Z,2020-07-30T19:09:17.361Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
7302,"PROB. DE LA CIV. CONTEMP., I - 008",4342,,2021-07-22T22:03:05.261Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-EGN-17141-008-T,,,true,,,2023-03-24T13:09:48.294Z
17392,CALCULO  NUMERICO I - 003,8987,,2022-12-15T23:05:51.952Z,2022-12-15T23:05:51.952Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1010,"CALCULO DIF. E INT., I - 002",1321,,2020-07-30T19:03:40.760Z,2021-12-31T23:02:35.939Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-MAT-14100-002-T,,,true,,,2023-03-24T13:09:48.294Z
570,"PROB. DE LA CIV. CONTEMP., I - 008",687,,2020-07-30T19:03:06.722Z,2021-12-31T23:02:29.509Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-EGN-17141-008-T,,,true,,,2023-03-24T13:09:48.294Z
3405,"ALEMAN, I - 001",1909,,2020-12-27T21:02:29.932Z,2021-01-08T21:03:54.821Z,deleted,1127,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-CLE-10331-001-L,,,true,,,2023-03-24T13:09:48.294Z
5476,CALCULO DIFERENCIAL E INTEGRAL I - 007,2918,,2020-12-27T21:03:48.669Z,2020-12-27T21:03:48.669Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10984,HABILIDADES JURIDICAS GLOBALES I - 001,5382,,2022-01-08T11:31:53.119Z,2022-01-08T11:31:53.119Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8482,HISTORIA SOCIO-POLITICA DE MEXICO - 003,4421,,2021-07-22T22:03:58.456Z,2021-07-22T22:03:58.456Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
13577,COMUNIC. ESCRITA PARA REL. INT - 002,7456,,2022-07-15T22:03:47.430Z,2022-08-07T16:06:08.182Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-LEN-12721-002-T,false,,true,7581,,2023-11-27T00:40:42.846Z
6782,"ALEMAN, II - 001",3683,,2021-07-22T22:02:41.276Z,2021-08-03T10:30:56.489Z,deleted,3269,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-CLE-10332-001-L,,,true,,,2023-03-24T13:09:48.294Z
2885,MODELADO COMPUT. PARA NEGOCIOS - 002,1562,,2020-08-04T21:01:07.651Z,2021-12-31T23:02:16.136Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-COM-16303-002-T,,,true,,,2023-03-24T13:09:48.294Z
4711,CONTABILIDAD DE COSTOS PARA INGENIEROS - 002,2140,,2020-12-27T21:03:07.173Z,2020-12-27T21:03:07.173Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
157,CONTRATOS - 001,65,,2020-07-30T19:03:01.007Z,2021-12-31T23:02:20.406Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-DER-13504-001-T,,,true,,,2023-03-24T13:09:48.294Z
3163,CONTABILIDAD FINANCIERA - 001,1748,,2020-09-16T11:01:37.436Z,2020-09-16T11:01:37.436Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
10002,"DERECHO MERCANTIL, II - 002",5495,,2022-01-08T11:31:26.727Z,2023-06-10T23:03:18.923Z,deleted,10539,2022-01-24T06:00:00.000Z,2022-06-22T05:00:00.000Z,202201-DER-16602-002-T,,,true,,,2023-06-10T23:40:36.517Z
17474,TEORIA Y POLITICA MONETARIA - 003,9103,,2023-01-04T11:30:56.607Z,2023-01-04T11:30:56.607Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-ECO-12201-003-T,,,true,,,2023-11-27T00:40:42.846Z
12686,"CONTABILIDAD ADMINISTRATIVA,II - 002",6820,,2022-07-15T22:03:06.917Z,2022-07-31T10:36:22.008Z,deleted,7168,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202203-CON-14101-002-T,,,true,,,2023-03-24T13:09:48.294Z
7673,MATEMATICAS DISCRETAS - 003,4646,,2021-07-22T22:03:13.931Z,2023-01-03T17:06:37.389Z,active,8810,2021-08-01T05:00:00.000Z,2022-01-11T06:00:00.000Z,202103-MAT-14281-003-T,,,true,,,2023-03-24T13:09:48.294Z
11957,TOPICOS DE ECONOMIA APLICADA I - 003,6289,,2022-02-04T11:31:03.999Z,2022-02-04T11:31:03.999Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
2434,ESTRATEGIAS DE COMUNICACION ESCRITA - 039,1006,,2020-07-30T19:09:50.777Z,2020-07-30T19:09:50.777Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8726,COMUNICACION ESCRITA PARA INGENIERIA INDUSTRIAL - 001,4457,,2021-07-22T22:04:08.554Z,2021-07-22T22:04:08.554Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1543,ALGORITMOS NUMERICOS POR COMPUTADORA - 001,662,,2020-07-30T19:06:28.596Z,2020-07-30T19:06:28.596Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
15692,TALLER DISERT. JUR. CONST. III - 002,8352,,2022-12-15T23:05:09.988Z,2022-12-15T23:05:09.988Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-DER-11115-002-L,,,true,,,2023-11-27T00:40:42.846Z
9004,"ANALISIS MATEMATICO, I - 001",4757,,2021-07-22T22:04:21.073Z,2021-07-22T22:04:21.073Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
11182,HISTORIA SOCIO-POLITICA DE MEXICO - 006,5669,,2022-01-08T11:32:01.355Z,2022-01-08T11:32:01.355Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
9293,Grupo 015,3273,,2021-08-27T22:36:09.318Z,2021-08-27T22:36:09.318Z,active,,,,,,,,,,2023-03-24T13:09:48.294Z
6287,PROPEDEUTICO MATE.- UNIDAD III - 001,3462,,2021-05-22T21:01:44.876Z,2022-07-31T22:16:09.234Z,deleted,7174,2021-06-01T05:00:00.000Z,2021-08-07T05:00:00.000Z,202102-MAT-14053-001-T,,,true,,,2023-03-24T13:09:48.294Z
1994,IDEAS E INSTITUCIONES POLITICAS Y SOCIALES I - 004,415,,2020-07-30T19:08:25.077Z,2020-07-30T19:08:25.077Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16745,TALLER DE DISERTACION JURIDICA EN OBLIGACIONES - 001,8341,,2022-12-15T23:05:33.624Z,2022-12-15T23:05:33.624Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4667,CONTABILIDAD INTERMEDIA II - 004,2036,,2020-12-27T21:03:05.145Z,2020-12-27T21:03:05.145Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
6449,MATEMATICAS II - 001,3435,,2021-05-22T21:01:58.184Z,2021-05-22T21:01:58.184Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
15403,FUNDAMENTOS DE FINANZAS - 002,9161,,2022-12-15T23:05:04.759Z,2022-12-15T23:05:04.759Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-ADM-15507-002-T,,,true,,,2023-11-27T00:40:42.846Z
17023,PROBLEMAS DE LA CIVILIZACION CONTEMPORANEA II - 001,8615,,2022-12-15T23:05:41.176Z,2022-12-15T23:05:41.176Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
4829,TEORIA DEL DERECHO I - 001,2167,,2020-12-27T21:03:13.529Z,2020-12-27T21:03:13.529Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8564,EVALUACION DE PROYECTOS - 001,4133,,2021-07-22T22:04:01.996Z,2021-07-22T22:04:01.996Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
16088,ING. Y CONTROL DE LA CALIDAD - 001,8728,,2022-12-15T23:05:16.225Z,2022-12-15T23:05:16.225Z,active,12463,2023-01-01T06:00:00.000Z,2023-06-11T05:00:00.000Z,202301-IIO-14162-001-T,,,true,,,2023-11-27T00:40:42.846Z
14963,INVESTIGACION AVANZADA I - 004,7837,,2022-08-09T22:05:09.683Z,2022-08-09T22:05:09.683Z,active,12463,2022-08-01T05:00:00.000Z,2023-01-11T06:00:00.000Z,202213-ECO-50200-004-T,,,true,,,2023-11-27T00:40:42.846Z
3938,IDEAS E INST. POL. Y SOC. III - 002,2504,,2020-12-27T21:02:41.979Z,2022-05-31T22:06:48.747Z,deleted,6510,2021-01-01T06:00:00.000Z,2021-06-11T05:00:00.000Z,202101-EGN-17123-002-T,,,true,,,2023-03-24T13:09:48.294Z
1381,CALCULO ACTUARIAL I - 001,43,,2020-07-30T19:04:37.817Z,2020-07-30T19:04:37.817Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
8113,TEORIA DEL DERECHO I - 001,3957,,2021-07-22T22:03:38.926Z,2021-07-22T22:03:38.926Z,active,,,,,true,,,,,2023-03-24T13:09:48.294Z
1048,"ALGEB. LINEAL, I (GEO ANA. II) - 001",1464,,2020-07-30T19:03:41.500Z,2021-12-31T23:02:36.715Z,deleted,4880,2020-08-01T05:00:00.000Z,2021-01-11T06:00:00.000Z,202003-MAT-14201-001-T,,,true,,,2023-03-24T13:09:48.294Z
