171660000000007129	-274964153820657415	171660000000000001	0	0
171660000000007109	118676165522324919	171660000000000001	0	0
171660000000009153	73076014471381601	171660000000000001	0	0
171660000000011522	82480833966000495	171660000000000001	52	0
171660000000013263	127360679424527821	171660000000000001	722	0
171660000000013294	-66911189830509398	171660000000000001	152	0
171660000000002073	438845011892996858	171660000000000001	131	0
171660000000002139	-536776110541481736	171660000000000001	35	0
171660000000002078	493801025663261667	171660000000000001	99	0
171660000000002252	282752386088748397	171660000000000001	401	0
171660000000002403	130864618998549732	171660000000000001	80	0
171660000000006879	-234164258988647579	171660000000000001	0	0
171660000000013118	329595810245190120	171660000000000001	232	0
171660000000000162	419811373046340822	171660000000000001	598	0
171660000000000969	-299093353252896115	171660000000000001	121	0
171660000000011044	-77938310081364862	171660000000000001	0	0
171660000000002823	545695951720191183	171660000000000001	163	0
171660000000000048	371453622897088791	171660000000000001	382	0
171660000000005854	194063105952165028	171660000000000001	1291	0
171660000000008054	-42328448145598741	171660000000000001	0	0
171660000000008531	157868171770095836	171660000000000001	16	0
171660000000010356	-533630110907266690	171660000000000001	0	0
171660000000014124	43278201422879426	171660000000000001	0	0
171660000000014317	-334872891257736316	171660000000000001	141	0
171660000000012123	-508394641833144806	171660000000000001	0	0
171660000000013134	-416183520062423557	171660000000000001	633	0
171660000000009171	479428678838883428	171660000000000001	0	0
171660000000011418	462460926731065453	171660000000000001	0	0
171660000000014431	-167050964022039297	171660000000000001	0	0
171660000000005388	13534465489679778	171660000000000001	1372	0
171660000000001685	-224112175936588897	171660000000000001	918	0
171660000000002567	147028497039594550	171660000000000001	86	0
171660000000012556	-453993799780734415	171660000000000001	0	0
171660000000005213	-441010851557516616	171660000000000001	238	0
171660000000007596	366476384628778104	171660000000000001	0	0
171660000000009252	-557326507833444978	171660000000000001	0	0
171660000000003907	468944061275448964	171660000000000001	226	0
171660000000000710	-403141673180221011	171660000000000001	968	0
171660000000001499	-102604963732847666	171660000000000001	998	0
171660000000009197	-534182018632373442	171660000000000001	0	0
171660000000014187	-155830928543931983	171660000000000001	0	0
171660000000009626	506210078036014077	171660000000000001	0	0
171660000000014566	354280961621101174	171660000000000001	0	0
171660000000003768	301076667131973741	171660000000000001	1358	0
171660000000006109	326980670756714860	171660000000000001	0	0
171660000000006986	308357368619048068	171660000000000001	0	0
171660000000001628	480290573451586775	171660000000000001	947	0
171660000000005829	-422609691503885995	171660000000000001	927	0
171660000000014021	-93147009898543145	171660000000000001	0	0
171660000000014760	-216749105369252113	171660000000000001	26	0
171660000000012109	294703566852435052	171660000000000001	0	0
171660000000013951	-491835835267107671	171660000000000001	64	0
171660000000005795	130986093341590278	171660000000000001	1155	0
171660000000009810	5402137485950751	171660000000000001	677	0
171660000000006124	-318800362657802731	171660000000000001	0	0
